objid,ra,dec,u,g,r,i,z,petroRad_r,petroR50_r,petroR90_r,deVAB_r,expAB_r,lnLDeV_r,lnLExp_r,lnLStar_r,fracDeV_r,redshift,zErr,velDisp,velDispErr,gz2_objid,gz2_ra,gz2_dec,total_votes_gz2,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a03_star_or_artifact_fraction,t03_bar_a06_bar_fraction,t03_bar_a07_no_bar_fraction,t04_spiral_a08_spiral_fraction,t04_spiral_a09_no_spiral_fraction,morph_class
1237674649929056342,180.754231505213,-0.291140289585178,17.32837,15.9121,15.4101,15.11685,14.90151,7.816618,3.960264,7.968319,0.7692812,0.7759379,-9475.11,-1358.945,-55135.44,0.006708124,0.04040124,1.012241e-05,67.61823,7.233379,587722982814122096,180.75421142578125,-0.2911767959594726,398,0.0399999991059303,0.959999978542328,0.0,0.1459999978542328,0.8539999723434448,0.9789999723434448,0.0209999997168779,Spiral
1237674649929515129,181.840462984709,-0.376638929194628,18.16768,17.09341,16.69032,16.47932,16.2726,6.198842,2.824107,6.406586,0.2401199,0.2478676,-1923.422,-98.60857,-17045.66,0.0,0.0221718,5.749689e-06,0.0,105.1585,587722982814646350,181.84043884277344,-0.376664251089096,146,0.9169999957084656,0.061999998986721,0.0209999997168779,0.0,0.0,0.0,0.0,Elliptical
1237650372091969697,178.68893400688,-1.42965642123995,18.87051,17.01004,16.12286,15.70959,15.39098,7.338958,2.858155,9.614588,0.9457493,0.9051688,-82.75986,-3596.908,-18514.62,1.0,0.07704803,1.911384e-05,167.5895,8.975389,587724650867065018,178.68893432617188,-1.4296540021896362,115,0.9470000267028807,0.0260000005364418,0.0260000005364418,0.0,1.0,0.0,1.0,Elliptical
1237650372092035342,178.892645705325,-1.35453132362249,19.06544,17.56115,16.81286,16.36483,16.03248,7.793692,3.484591,10.18212,0.2544188,0.2763307,-1872.634,-1463.474,-15103.9,0.2989391,0.08206546,2.413825e-05,136.0666,13.32247,587724650867130596,178.89263916015625,-1.3545279502868652,296,0.0810000002384185,0.9190000295639038,0.0,0.5809999704360962,0.4189999997615814,0.8389999866485596,0.1609999984502792,Spiral
1237650372092100748,178.929545604284,-1.40201904566229,19.64784,17.71901,16.80919,16.38666,16.06665,3.786896,1.711124,5.149826,0.8645036,0.9325037,-22.98902,-1404.141,-8138.253,1.0,0.08238611,2.283816e-05,149.7591,8.920539,587724650867196037,178.92955017089844,-1.4020164012908936,142,0.8889999985694885,0.06700000166893,0.0439999997615814,0.0,1.0,0.0,1.0,Elliptical
1237650762926915733,178.863090060399,-1.60305580867725,20.03708,18.05415,16.96154,16.53267,16.14924,4.715502,2.069371,6.033584,0.7770604,0.7685791,-23.1118,-741.5992,-5701.834,1.0,0.1500788,2.974459e-05,223.4893,12.09702,587725041702011020,178.86309814453125,-1.6030532121658323,143,0.8669999837875366,0.06700000166893,0.06700000166893,0.0,1.0,0.0,1.0,Elliptical
1237650762927177893,179.494652967949,-1.55768099798556,18.04222,16.80401,16.30231,16.03049,15.79945,9.399879,4.264387,10.71003,0.6622228,0.6630052,-339.6361,-341.6362,-10019.31,0.3912541,0.02022056,2.690614e-05,0.0,67.64255,587725041702273198,179.49464416503906,-1.557680368423462,160,0.871999979019165,0.1059999987483024,0.0209999997168779,0.0,1.0,0.4000000059604645,0.6000000238418579,Elliptical
1237674649927942309,178.291363624108,-0.39898847206325,18.98229,17.12932,16.218,15.82168,15.46363,7.241424,2.946424,10.50398,0.783092,0.7781316,-658.6085,-5822.483,-18724.34,1.0,0.08070773,1.652265e-05,189.4084,6.880257,587722982813073506,178.29135131835938,-0.398998498916626,131,0.8289999961853027,0.0979999974370002,0.0729999989271164,0.0,1.0,0.0,1.0,Elliptical
1237674649928073308,178.651086468673,-0.416091198930375,19.47025,17.59348,16.57741,16.16592,15.78278,5.85316,2.434473,7.733831,0.8330635,0.8446062,-72.45498,-2535.744,-13493.51,1.0,0.1081807,2.55167e-05,191.2758,11.03829,587722982813204559,178.6510772705078,-0.416099488735199,144,0.8180000185966492,0.1140000000596046,0.0680000036954879,0.2000000029802322,0.800000011920929,0.2000000029802322,0.800000011920929,Elliptical
1237674650464682198,178.022311471667,0.0740802682607708,18.3605,16.50106,15.61585,15.2015,14.85583,6.661629,2.688848,9.65818,0.9367939,0.9107185,-1587.683,-11641.72,-33358.69,1.0,0.0598748,1.252004e-05,210.8647,5.141559,587722983349813379,178.02230834960938,0.0740883275866508,138,0.8539999723434448,0.1220000013709068,0.0240000002086162,0.0,1.0,0.0,1.0,Elliptical
